"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","05","N","ASM","κύριον","κύριον","κύριον","κύριος"
"57","01","05","N","ASM","Ἰησοῦν","Ἰησοῦν","Ἰησοῦν","Ἰησοῦς"
"57","01","05","C","","καὶ","καὶ","καί","καί"
"57","01","05","P","","εἰς","εἰς","εἰς","εἰς"
"57","01","05","A","APM","πάντας","πάντας","πάντας","πᾶς"
"57","01","05","RA","APM","τοὺς","τοὺς","τούς","ὁ"
"57","01","05","A","APM","ἁγίους,","ἁγίους","ἁγίους","ἅγιος"
"57","01","06","C","","ὅπως","ὅπως","ὅπως","ὅπως"
"57","01","06","RA","NSF","ἡ","ἡ","ἡ","ὁ"
"57","01","06","N","NSF","κοινωνία","κοινωνία","κοινωνία","κοινωνία"
"57","01","06","RA","GSF","τῆς","τῆς","τῆς","ὁ"
"57","01","06","N","GSF","πίστεώς","πίστεώς","πίστεως","πίστις"
"57","01","06","RP","GS","σου","σου","σου","σύ"
"57","01","06","A","NSF","ἐνεργὴς","ἐνεργὴς","ἐνεργής","ἐνεργής"
"57","01","06","V","3AMS-S","γένηται","γένηται","γένηται","γίνομαι"
"57","01","06","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","06","N","DSF","ἐπιγνώσει","ἐπιγνώσει","ἐπιγνώσει","ἐπίγνωσις"
"57","01","06","A","GSN","παντὸς","παντὸς","παντός","πᾶς"
"57","01","06","A","GSN","ἀγαθοῦ","ἀγαθοῦ","ἀγαθοῦ","ἀγαθός"
"57","01","06","RA","GSN","⸀τοῦ","τοῦ","τοῦ","ὁ"
"57","01","06","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","06","RP","DP","ἡμῖν","ἡμῖν","ἡμῖν","ἐγώ"
"57","01","06","P","","εἰς","εἰς","εἰς","εἰς"
"57","01","06","N","ASM","⸀Χριστόν·","Χριστόν","Χριστόν","Χριστός"
"57","01","07","N","ASF","⸀χαρὰν","χαρὰν","χαράν","χαρά"
"57","01","07","C","","γὰρ","γὰρ","γάρ","γάρ"
"57","01","07","A","ASF","⸂πολλὴν","πολλὴν","πολλήν","πολύς"
